n1	t	n2
ls:fr:node:28040	ls:fr:lf:74	ls:fr:node:39383
ls:fr:node:28040	ls:fr:lf:738	ls:fr:node:39118
ls:fr:node:28040	ls:fr:lf:3	ls:fr:node:30779
ls:fr:node:28040	ls:fr:lf:3	ls:fr:node:39818
ls:fr:node:28040	ls:fr:lf:3	ls:fr:node:39821
ls:fr:node:28040	ls:fr:lf:3	ls:fr:node:28056
ls:fr:node:28040	ls:fr:lf:3	ls:fr:node:39819
ls:fr:node:28040	ls:fr:lf:3	ls:fr:node:39820
ls:fr:node:28040	ls:fr:lf:62	ls:fr:node:39822
ls:fr:node:28040	ls:fr:lf:62	ls:fr:node:39823
ls:fr:node:28040	ls:fr:lf:63	ls:fr:node:39824
ls:fr:node:28040	ls:fr:lf:63	ls:fr:node:39825
ls:fr:node:28040	ls:fr:lf:63	ls:fr:node:39826
ls:fr:node:28040	ls:fr:lf:63	ls:fr:node:29318
ls:fr:node:28040	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:28041	ls:fr:lf:21	ls:fr:node:50687
ls:fr:node:28041	ls:fr:lf:30	ls:fr:node:32558
ls:fr:node:28041	ls:fr:lf:111	ls:fr:node:35211
ls:fr:node:28042	ls:fr:lf:594	ls:fr:node:36274
ls:fr:node:28042	ls:fr:lf:594	ls:fr:node:36273
ls:fr:node:28043	ls:fr:lf:20	ls:fr:node:28398
ls:fr:node:28044	ls:fr:lf:20	ls:fr:node:28398
ls:fr:node:28045	ls:fr:lf:387	ls:fr:node:33134
ls:fr:node:28045	ls:fr:lf:339	ls:fr:node:33141
ls:fr:node:28045	ls:fr:lf:3	ls:fr:node:27623
ls:fr:node:28045	ls:fr:lf:3	ls:fr:node:29431
ls:fr:node:28045	ls:fr:lf:100	ls:fr:node:39963
ls:fr:node:28046	ls:fr:lf:3	ls:fr:node:50596
ls:fr:node:28047	ls:fr:lf:683	ls:fr:node:26741
ls:fr:node:28047	ls:fr:lf:18	ls:fr:node:36442
ls:fr:node:28047	ls:fr:lf:18	ls:fr:node:47239
ls:fr:node:28047	ls:fr:lf:20	ls:fr:node:39631
ls:fr:node:28048	ls:fr:lf:4	ls:fr:node:27588
ls:fr:node:28049	ls:fr:lf:440	ls:fr:node:38570
ls:fr:node:28049	ls:fr:lf:440	ls:fr:node:39464
ls:fr:node:28049	ls:fr:lf:440	ls:fr:node:38571
ls:fr:node:28049	ls:fr:lf:442	ls:fr:node:38651
ls:fr:node:28049	ls:fr:lf:442	ls:fr:node:27413
ls:fr:node:28049	ls:fr:lf:442	ls:fr:node:38581
ls:fr:node:28049	ls:fr:lf:442	ls:fr:node:36793
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:38582
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:39601
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:39605
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:39607
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:39477
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:38588
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:27432
ls:fr:node:28049	ls:fr:lf:443	ls:fr:node:38597
ls:fr:node:28049	ls:fr:lf:444	ls:fr:node:38653
ls:fr:node:28049	ls:fr:lf:444	ls:fr:node:40105
ls:fr:node:28049	ls:fr:lf:444	ls:fr:node:39768
ls:fr:node:28049	ls:fr:lf:444	ls:fr:node:39769
ls:fr:node:28049	ls:fr:lf:441	ls:fr:node:39193
ls:fr:node:28049	ls:fr:lf:441	ls:fr:node:39547
ls:fr:node:28049	ls:fr:lf:441	ls:fr:node:38649
ls:fr:node:28049	ls:fr:lf:441	ls:fr:node:39777
ls:fr:node:28049	ls:fr:lf:241	ls:fr:node:39363
ls:fr:node:28049	ls:fr:lf:241	ls:fr:node:39787
ls:fr:node:28049	ls:fr:lf:241	ls:fr:node:32943
ls:fr:node:28049	ls:fr:lf:244	ls:fr:node:30229
ls:fr:node:28049	ls:fr:lf:244	ls:fr:node:31073
ls:fr:node:28049	ls:fr:lf:244	ls:fr:node:39567
ls:fr:node:28049	ls:fr:lf:540	ls:fr:node:39573
ls:fr:node:28049	ls:fr:lf:294	ls:fr:node:39593
ls:fr:node:28049	ls:fr:lf:294	ls:fr:node:39596
ls:fr:node:28049	ls:fr:lf:550	ls:fr:node:39749
ls:fr:node:28049	ls:fr:lf:249	ls:fr:node:38654
ls:fr:node:28049	ls:fr:lf:249	ls:fr:node:38655
ls:fr:node:28049	ls:fr:lf:249	ls:fr:node:29232
ls:fr:node:28049	ls:fr:lf:249	ls:fr:node:39644
ls:fr:node:28049	ls:fr:lf:297	ls:fr:node:31424
ls:fr:node:28049	ls:fr:lf:297	ls:fr:node:26448
ls:fr:node:28049	ls:fr:lf:297	ls:fr:node:39593
ls:fr:node:28049	ls:fr:lf:297	ls:fr:node:39644
ls:fr:node:28049	ls:fr:lf:20	ls:fr:node:38335
ls:fr:node:28049	ls:fr:lf:247	ls:fr:node:30324
ls:fr:node:28049	ls:fr:lf:247	ls:fr:node:38561
ls:fr:node:28049	ls:fr:lf:247	ls:fr:node:38563
ls:fr:node:28049	ls:fr:lf:247	ls:fr:node:40179
ls:fr:node:28049	ls:fr:lf:228	ls:fr:node:38681
ls:fr:node:28049	ls:fr:lf:228	ls:fr:node:38555
ls:fr:node:28049	ls:fr:lf:3	ls:fr:node:29267
ls:fr:node:28049	ls:fr:lf:16	ls:fr:node:28626
ls:fr:node:28050	ls:fr:lf:21	ls:fr:node:36328
ls:fr:node:28050	ls:fr:lf:126	ls:fr:node:55788
ls:fr:node:28051	ls:fr:lf:106	ls:fr:node:50713
ls:fr:node:28053	ls:fr:lf:10	ls:fr:node:34991
ls:fr:node:28053	ls:fr:lf:29	ls:fr:node:35234
ls:fr:node:28053	ls:fr:lf:366	ls:fr:node:28055
ls:fr:node:28054	ls:fr:lf:21	ls:fr:node:36333
ls:fr:node:28054	ls:fr:lf:3	ls:fr:node:42252
ls:fr:node:28055	ls:fr:lf:10	ls:fr:node:27951
ls:fr:node:28055	ls:fr:lf:161	ls:fr:node:39988
ls:fr:node:28055	ls:fr:lf:161	ls:fr:node:35234
ls:fr:node:28056	ls:fr:lf:30	ls:fr:node:33330
ls:fr:node:28056	ls:fr:lf:30	ls:fr:node:33329
ls:fr:node:28056	ls:fr:lf:30	ls:fr:node:33331
ls:fr:node:28056	ls:fr:lf:3	ls:fr:node:30779
ls:fr:node:28056	ls:fr:lf:3	ls:fr:node:39818
ls:fr:node:28056	ls:fr:lf:3	ls:fr:node:28040
ls:fr:node:28056	ls:fr:lf:3	ls:fr:node:39821
ls:fr:node:28056	ls:fr:lf:3	ls:fr:node:39819
ls:fr:node:28056	ls:fr:lf:3	ls:fr:node:39820
ls:fr:node:28056	ls:fr:lf:20	ls:fr:node:39816
ls:fr:node:28056	ls:fr:lf:20	ls:fr:node:39499
ls:fr:node:28056	ls:fr:lf:63	ls:fr:node:39824
ls:fr:node:28056	ls:fr:lf:63	ls:fr:node:39825
ls:fr:node:28056	ls:fr:lf:63	ls:fr:node:39826
ls:fr:node:28056	ls:fr:lf:63	ls:fr:node:29318
ls:fr:node:28056	ls:fr:lf:74	ls:fr:node:30835
ls:fr:node:28056	ls:fr:lf:74	ls:fr:node:26846
ls:fr:node:28056	ls:fr:lf:74	ls:fr:node:39128
ls:fr:node:28056	ls:fr:lf:74	ls:fr:node:39383
ls:fr:node:28056	ls:fr:lf:738	ls:fr:node:39118
ls:fr:node:28056	ls:fr:lf:62	ls:fr:node:39822
ls:fr:node:28056	ls:fr:lf:62	ls:fr:node:39828
ls:fr:node:28056	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:28056	ls:fr:lf:168	ls:fr:node:39833
ls:fr:node:28057	ls:fr:lf:20	ls:fr:node:29333
ls:fr:node:28057	ls:fr:lf:74	ls:fr:node:46254
ls:fr:node:28057	ls:fr:lf:74	ls:fr:node:46258
ls:fr:node:28057	ls:fr:lf:8	ls:fr:node:28284
ls:fr:node:28057	ls:fr:lf:8	ls:fr:node:34640
ls:fr:node:28058	ls:fr:lf:21	ls:fr:node:31951
ls:fr:node:28058	ls:fr:lf:21	ls:fr:node:31952
ls:fr:node:28058	ls:fr:lf:4	ls:fr:node:34730
ls:fr:node:28058	ls:fr:lf:399	ls:fr:node:34731
ls:fr:node:28058	ls:fr:lf:371	ls:fr:node:39129
ls:fr:node:28058	ls:fr:lf:31	ls:fr:node:31953
ls:fr:node:28058	ls:fr:lf:31	ls:fr:node:31954
ls:fr:node:28058	ls:fr:lf:512	ls:fr:node:29099
ls:fr:node:28058	ls:fr:lf:505	ls:fr:node:34734
ls:fr:node:28058	ls:fr:lf:505	ls:fr:node:36876
ls:fr:node:28058	ls:fr:lf:407	ls:fr:node:39130
ls:fr:node:28058	ls:fr:lf:407	ls:fr:node:39131
ls:fr:node:28058	ls:fr:lf:406	ls:fr:node:28595
ls:fr:node:28058	ls:fr:lf:406	ls:fr:node:37551
ls:fr:node:28059	ls:fr:lf:2	ls:fr:node:33473
ls:fr:node:28059	ls:fr:lf:8	ls:fr:node:27725
ls:fr:node:28059	ls:fr:lf:8	ls:fr:node:29654
ls:fr:node:28060	ls:fr:lf:28	ls:fr:node:33474
ls:fr:node:28060	ls:fr:lf:20	ls:fr:node:53852
ls:fr:node:28061	ls:fr:lf:3	ls:fr:node:50723
ls:fr:node:28062	ls:fr:lf:3	ls:fr:node:33582
ls:fr:node:28062	ls:fr:lf:228	ls:fr:node:33605
ls:fr:node:28062	ls:fr:lf:228	ls:fr:node:28063
ls:fr:node:28062	ls:fr:lf:239	ls:fr:node:30732
ls:fr:node:28062	ls:fr:lf:255	ls:fr:node:33597
ls:fr:node:28063	ls:fr:lf:62	ls:fr:node:28062
ls:fr:node:28063	ls:fr:lf:69	ls:fr:node:30732
ls:fr:node:28064	ls:fr:lf:8	ls:fr:node:27162
ls:fr:node:28064	ls:fr:lf:8	ls:fr:node:29124
ls:fr:node:28064	ls:fr:lf:8	ls:fr:node:28344
ls:fr:node:28064	ls:fr:lf:8	ls:fr:node:27479
ls:fr:node:28064	ls:fr:lf:8	ls:fr:node:29444
ls:fr:node:28064	ls:fr:lf:8	ls:fr:node:33115
ls:fr:node:28064	ls:fr:lf:20	ls:fr:node:37917
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:27862
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:48695
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:48157
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:26246
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:47493
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:28158
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:33074
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:28672
ls:fr:node:28065	ls:fr:lf:3	ls:fr:node:29893
ls:fr:node:28065	ls:fr:lf:16	ls:fr:node:26246
ls:fr:node:28065	ls:fr:lf:12	ls:fr:node:28526
ls:fr:node:28066	ls:fr:lf:2	ls:fr:node:36213
ls:fr:node:28067	ls:fr:lf:21	ls:fr:node:36231
ls:fr:node:28067	ls:fr:lf:21	ls:fr:node:36230
ls:fr:node:28067	ls:fr:lf:31	ls:fr:node:36236
ls:fr:node:28067	ls:fr:lf:31	ls:fr:node:36235
ls:fr:node:28067	ls:fr:lf:111	ls:fr:node:36239
ls:fr:node:28067	ls:fr:lf:111	ls:fr:node:36238
ls:fr:node:28069	ls:fr:lf:28	ls:fr:node:34022
ls:fr:node:28069	ls:fr:lf:327	ls:fr:node:40636
ls:fr:node:28069	ls:fr:lf:327	ls:fr:node:40481
ls:fr:node:28069	ls:fr:lf:213	ls:fr:node:40645
ls:fr:node:28069	ls:fr:lf:123	ls:fr:node:35894
ls:fr:node:28069	ls:fr:lf:3	ls:fr:node:27409
ls:fr:node:28069	ls:fr:lf:3	ls:fr:node:28252
ls:fr:node:28069	ls:fr:lf:3	ls:fr:node:40639
ls:fr:node:28069	ls:fr:lf:165	ls:fr:node:29536
ls:fr:node:28069	ls:fr:lf:165	ls:fr:node:40100
ls:fr:node:28069	ls:fr:lf:165	ls:fr:node:40694
ls:fr:node:28069	ls:fr:lf:165	ls:fr:node:40693
ls:fr:node:28069	ls:fr:lf:776	ls:fr:node:27580
ls:fr:node:28069	ls:fr:lf:195	ls:fr:node:40484
ls:fr:node:28069	ls:fr:lf:195	ls:fr:node:43024
ls:fr:node:28069	ls:fr:lf:158	ls:fr:node:30267
ls:fr:node:28069	ls:fr:lf:158	ls:fr:node:29025
ls:fr:node:28069	ls:fr:lf:158	ls:fr:node:28137
ls:fr:node:28069	ls:fr:lf:158	ls:fr:node:26510
ls:fr:node:28069	ls:fr:lf:158	ls:fr:node:41993
ls:fr:node:28069	ls:fr:lf:158	ls:fr:node:26612
ls:fr:node:28069	ls:fr:lf:279	ls:fr:node:31276
ls:fr:node:28069	ls:fr:lf:279	ls:fr:node:28470
ls:fr:node:28069	ls:fr:lf:279	ls:fr:node:28713
ls:fr:node:28069	ls:fr:lf:78	ls:fr:node:26532
ls:fr:node:28069	ls:fr:lf:78	ls:fr:node:40731
ls:fr:node:28069	ls:fr:lf:120	ls:fr:node:28984
ls:fr:node:28069	ls:fr:lf:155	ls:fr:node:26360
ls:fr:node:28069	ls:fr:lf:160	ls:fr:node:37945
ls:fr:node:28069	ls:fr:lf:160	ls:fr:node:36459
ls:fr:node:28069	ls:fr:lf:160	ls:fr:node:31861
ls:fr:node:28069	ls:fr:lf:160	ls:fr:node:43138
ls:fr:node:28069	ls:fr:lf:160	ls:fr:node:28492
ls:fr:node:28069	ls:fr:lf:160	ls:fr:node:43140
ls:fr:node:28069	ls:fr:lf:160	ls:fr:node:43139
ls:fr:node:28069	ls:fr:lf:837	ls:fr:node:39175
ls:fr:node:28069	ls:fr:lf:837	ls:fr:node:40421
ls:fr:node:28069	ls:fr:lf:20	ls:fr:node:51387
ls:fr:node:28069	ls:fr:lf:20	ls:fr:node:46896
ls:fr:node:28070	ls:fr:lf:10	ls:fr:node:36179
ls:fr:node:28070	ls:fr:lf:21	ls:fr:node:36181
ls:fr:node:28070	ls:fr:lf:52	ls:fr:node:28071
ls:fr:node:28070	ls:fr:lf:52	ls:fr:node:26729
ls:fr:node:28070	ls:fr:lf:52	ls:fr:node:40819
ls:fr:node:28070	ls:fr:lf:330	ls:fr:node:36178
ls:fr:node:28070	ls:fr:lf:4	ls:fr:node:28507
ls:fr:node:28070	ls:fr:lf:3	ls:fr:node:26377
ls:fr:node:28071	ls:fr:lf:936	ls:fr:node:36178
ls:fr:node:28071	ls:fr:lf:37	ls:fr:node:26729
ls:fr:node:28071	ls:fr:lf:37	ls:fr:node:40819
ls:fr:node:28071	ls:fr:lf:247	ls:fr:node:26377
ls:fr:node:28071	ls:fr:lf:247	ls:fr:node:28070
ls:fr:node:28071	ls:fr:lf:247	ls:fr:node:30324
ls:fr:node:28071	ls:fr:lf:247	ls:fr:node:28507
ls:fr:node:28074	ls:fr:lf:594	ls:fr:node:36245
ls:fr:node:28074	ls:fr:lf:594	ls:fr:node:36246
ls:fr:node:28074	ls:fr:lf:2	ls:fr:node:28387
ls:fr:node:28074	ls:fr:lf:5	ls:fr:node:29833
ls:fr:node:28075	ls:fr:lf:28	ls:fr:node:36174
ls:fr:node:28075	ls:fr:lf:104	ls:fr:node:36173
ls:fr:node:28076	ls:fr:lf:30	ls:fr:node:26746
ls:fr:node:28077	ls:fr:lf:3	ls:fr:node:37587
ls:fr:node:28078	ls:fr:lf:31	ls:fr:node:28327
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:49227
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:46534
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:27296
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:34310
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:28512
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:34315
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:34301
ls:fr:node:28078	ls:fr:lf:52	ls:fr:node:34323
ls:fr:node:28078	ls:fr:lf:447	ls:fr:node:28277
ls:fr:node:28078	ls:fr:lf:63	ls:fr:node:29369
ls:fr:node:28081	ls:fr:lf:29	ls:fr:node:36268
ls:fr:node:28084	ls:fr:lf:6	ls:fr:node:44734
ls:fr:node:28085	ls:fr:lf:3	ls:fr:node:51177
ls:fr:node:28086	ls:fr:lf:3	ls:fr:node:28916
ls:fr:node:28087	ls:fr:lf:28	ls:fr:node:35681
ls:fr:node:28087	ls:fr:lf:3	ls:fr:node:33988
ls:fr:node:28088	ls:fr:lf:28	ls:fr:node:33881
ls:fr:node:28088	ls:fr:lf:63	ls:fr:node:26535
ls:fr:node:28090	ls:fr:lf:387	ls:fr:node:36444
ls:fr:node:28090	ls:fr:lf:2	ls:fr:node:36445
ls:fr:node:28090	ls:fr:lf:20	ls:fr:node:39631
ls:fr:node:28090	ls:fr:lf:8	ls:fr:node:28130
ls:fr:node:28090	ls:fr:lf:63	ls:fr:node:54880
ls:fr:node:28091	ls:fr:lf:10	ls:fr:node:27432
ls:fr:node:28091	ls:fr:lf:29	ls:fr:node:36288
ls:fr:node:28092	ls:fr:lf:2	ls:fr:node:36289
ls:fr:node:28093	ls:fr:lf:342	ls:fr:node:36290
ls:fr:node:28093	ls:fr:lf:295	ls:fr:node:43229
ls:fr:node:28094	ls:fr:lf:74	ls:fr:node:29122
ls:fr:node:28096	ls:fr:lf:3	ls:fr:node:45747
ls:fr:node:28097	ls:fr:lf:3	ls:fr:node:47230
ls:fr:node:28098	ls:fr:lf:21	ls:fr:node:32817
ls:fr:node:28098	ls:fr:lf:111	ls:fr:node:32821
ls:fr:node:28098	ls:fr:lf:30	ls:fr:node:32831
ls:fr:node:28098	ls:fr:lf:30	ls:fr:node:32826
ls:fr:node:28098	ls:fr:lf:4	ls:fr:node:28480
ls:fr:node:28098	ls:fr:lf:12	ls:fr:node:32881
ls:fr:node:28098	ls:fr:lf:5	ls:fr:node:38760
ls:fr:node:28098	ls:fr:lf:5	ls:fr:node:39922
ls:fr:node:28098	ls:fr:lf:5	ls:fr:node:39150
ls:fr:node:28099	ls:fr:lf:8	ls:fr:node:29744
ls:fr:node:28100	ls:fr:lf:8	ls:fr:node:48810
ls:fr:node:28100	ls:fr:lf:8	ls:fr:node:48298
ls:fr:node:28101	ls:fr:lf:21	ls:fr:node:36327
ls:fr:node:28101	ls:fr:lf:21	ls:fr:node:36329
ls:fr:node:28101	ls:fr:lf:16	ls:fr:node:29514
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:28979
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34605
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:28213
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34542
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:27965
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34629
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34528
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34530
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34610
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34609
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34635
ls:fr:node:28102	ls:fr:lf:31	ls:fr:node:34630
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:32348
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:32347
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:32118
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:32122
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:34881
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:34886
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:27435
ls:fr:node:28102	ls:fr:lf:59	ls:fr:node:34712
ls:fr:node:28102	ls:fr:lf:3	ls:fr:node:45501
ls:fr:node:28103	ls:fr:lf:23	ls:fr:node:28141
ls:fr:node:28103	ls:fr:lf:28	ls:fr:node:36330
ls:fr:node:28103	ls:fr:lf:31	ls:fr:node:36335
ls:fr:node:28103	ls:fr:lf:31	ls:fr:node:36338
ls:fr:node:28104	ls:fr:lf:28	ls:fr:node:36345
ls:fr:node:28105	ls:fr:lf:10	ls:fr:node:28177
ls:fr:node:28105	ls:fr:lf:366	ls:fr:node:36351
ls:fr:node:28106	ls:fr:lf:28	ls:fr:node:35568
ls:fr:node:28107	ls:fr:lf:10	ls:fr:node:36358
ls:fr:node:28108	ls:fr:lf:366	ls:fr:node:36364
ls:fr:node:28108	ls:fr:lf:29	ls:fr:node:36365
ls:fr:node:28108	ls:fr:lf:10	ls:fr:node:39528
ls:fr:node:28108	ls:fr:lf:126	ls:fr:node:55654
ls:fr:node:28109	ls:fr:lf:31	ls:fr:node:35584
ls:fr:node:28109	ls:fr:lf:74	ls:fr:node:39258
ls:fr:node:28109	ls:fr:lf:74	ls:fr:node:46261
ls:fr:node:28112	ls:fr:lf:28	ls:fr:node:32844
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:39212
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:39208
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:30764
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:39203
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:32493
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:39338
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:46255
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:39258
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:46254
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:46262
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:46258
ls:fr:node:28112	ls:fr:lf:74	ls:fr:node:46261
ls:fr:node:28112	ls:fr:lf:455	ls:fr:node:39217
ls:fr:node:28112	ls:fr:lf:403	ls:fr:node:39220
ls:fr:node:28112	ls:fr:lf:524	ls:fr:node:39207
ls:fr:node:28112	ls:fr:lf:4	ls:fr:node:31494
ls:fr:node:28112	ls:fr:lf:306	ls:fr:node:33157
ls:fr:node:28112	ls:fr:lf:306	ls:fr:node:31315
ls:fr:node:28112	ls:fr:lf:310	ls:fr:node:28098
ls:fr:node:28112	ls:fr:lf:310	ls:fr:node:28480
ls:fr:node:28113	ls:fr:lf:100	ls:fr:node:26276
ls:fr:node:28116	ls:fr:lf:23	ls:fr:node:33056
ls:fr:node:28116	ls:fr:lf:3	ls:fr:node:42855
ls:fr:node:28117	ls:fr:lf:3	ls:fr:node:34401
ls:fr:node:28117	ls:fr:lf:3	ls:fr:node:44638
ls:fr:node:28117	ls:fr:lf:21	ls:fr:node:48320
ls:fr:node:28117	ls:fr:lf:330	ls:fr:node:48407
ls:fr:node:28119	ls:fr:lf:2	ls:fr:node:33880
ls:fr:node:28119	ls:fr:lf:28	ls:fr:node:33878
ls:fr:node:28120	ls:fr:lf:3	ls:fr:node:29858
ls:fr:node:28120	ls:fr:lf:28	ls:fr:node:36379
ls:fr:node:28120	ls:fr:lf:29	ls:fr:node:36380
ls:fr:node:28120	ls:fr:lf:362	ls:fr:node:28426
ls:fr:node:28120	ls:fr:lf:362	ls:fr:node:51261
ls:fr:node:28120	ls:fr:lf:16	ls:fr:node:27724
ls:fr:node:28120	ls:fr:lf:40	ls:fr:node:33988
ls:fr:node:28121	ls:fr:lf:20	ls:fr:node:38998
ls:fr:node:28121	ls:fr:lf:20	ls:fr:node:53614
ls:fr:node:28122	ls:fr:lf:23	ls:fr:node:36381
ls:fr:node:28123	ls:fr:lf:21	ls:fr:node:36413
ls:fr:node:28123	ls:fr:lf:31	ls:fr:node:36418
ls:fr:node:28123	ls:fr:lf:31	ls:fr:node:36425
ls:fr:node:28123	ls:fr:lf:104	ls:fr:node:36430
ls:fr:node:28123	ls:fr:lf:111	ls:fr:node:36434
ls:fr:node:28124	ls:fr:lf:20	ls:fr:node:38346
ls:fr:node:28124	ls:fr:lf:896	ls:fr:node:53847
ls:fr:node:28124	ls:fr:lf:896	ls:fr:node:53848
ls:fr:node:28124	ls:fr:lf:3	ls:fr:node:53849
ls:fr:node:28125	ls:fr:lf:366	ls:fr:node:36446
ls:fr:node:28125	ls:fr:lf:3	ls:fr:node:52045
ls:fr:node:28126	ls:fr:lf:21	ls:fr:node:36452
ls:fr:node:28126	ls:fr:lf:31	ls:fr:node:36455
ls:fr:node:28126	ls:fr:lf:111	ls:fr:node:36461
ls:fr:node:28126	ls:fr:lf:3	ls:fr:node:47612
ls:fr:node:28126	ls:fr:lf:3	ls:fr:node:47611
ls:fr:node:28126	ls:fr:lf:3	ls:fr:node:47613
ls:fr:node:28126	ls:fr:lf:3	ls:fr:node:47609
ls:fr:node:28126	ls:fr:lf:330	ls:fr:node:47625
ls:fr:node:28127	ls:fr:lf:21	ls:fr:node:36407
ls:fr:node:28127	ls:fr:lf:10	ls:fr:node:36812
ls:fr:node:28127	ls:fr:lf:61	ls:fr:node:36813
ls:fr:node:28127	ls:fr:lf:3	ls:fr:node:31256
ls:fr:node:28127	ls:fr:lf:495	ls:fr:node:54189
ls:fr:node:28129	ls:fr:lf:4	ls:fr:node:42517
ls:fr:node:28130	ls:fr:lf:387	ls:fr:node:35885
ls:fr:node:28130	ls:fr:lf:8	ls:fr:node:28090
ls:fr:node:28130	ls:fr:lf:20	ls:fr:node:39631
ls:fr:node:28130	ls:fr:lf:20	ls:fr:node:31761
ls:fr:node:28130	ls:fr:lf:63	ls:fr:node:54880
ls:fr:node:28130	ls:fr:lf:16	ls:fr:node:55628
ls:fr:node:28131	ls:fr:lf:3	ls:fr:node:29690
ls:fr:node:28131	ls:fr:lf:203	ls:fr:node:29682
ls:fr:node:28131	ls:fr:lf:203	ls:fr:node:27096
ls:fr:node:28132	ls:fr:lf:21	ls:fr:node:36818
ls:fr:node:28132	ls:fr:lf:3	ls:fr:node:52605
ls:fr:node:28132	ls:fr:lf:3	ls:fr:node:53245
ls:fr:node:28135	ls:fr:lf:3	ls:fr:node:30819
ls:fr:node:28136	ls:fr:lf:3	ls:fr:node:51728
ls:fr:node:28137	ls:fr:lf:366	ls:fr:node:36825
ls:fr:node:28138	ls:fr:lf:503	ls:fr:node:41966
ls:fr:node:28138	ls:fr:lf:158	ls:fr:node:38609
ls:fr:node:28138	ls:fr:lf:160	ls:fr:node:27632
ls:fr:node:28138	ls:fr:lf:545	ls:fr:node:38911
ls:fr:node:28138	ls:fr:lf:545	ls:fr:node:38609
ls:fr:node:28138	ls:fr:lf:545	ls:fr:node:55499
ls:fr:node:28138	ls:fr:lf:946	ls:fr:node:28829
ls:fr:node:28140	ls:fr:lf:594	ls:fr:node:39673
ls:fr:node:28140	ls:fr:lf:366	ls:fr:node:36829
ls:fr:node:28140	ls:fr:lf:31	ls:fr:node:28279
ls:fr:node:28140	ls:fr:lf:31	ls:fr:node:55963
ls:fr:node:28140	ls:fr:lf:31	ls:fr:node:38988
ls:fr:node:28140	ls:fr:lf:16	ls:fr:node:35626
ls:fr:node:28140	ls:fr:lf:16	ls:fr:node:29446
ls:fr:node:28141	ls:fr:lf:21	ls:fr:node:28103
ls:fr:node:28141	ls:fr:lf:31	ls:fr:node:36335
ls:fr:node:28141	ls:fr:lf:31	ls:fr:node:36338
ls:fr:node:28141	ls:fr:lf:52	ls:fr:node:28149
ls:fr:node:28141	ls:fr:lf:52	ls:fr:node:28196
ls:fr:node:28141	ls:fr:lf:5	ls:fr:node:55774
ls:fr:node:28141	ls:fr:lf:3	ls:fr:node:38547
ls:fr:node:28141	ls:fr:lf:126	ls:fr:node:55774
ls:fr:node:28143	ls:fr:lf:13	ls:fr:node:51124
