"source"	"target"	"type"	"subtype"
"ls:fr:node:35547"	"ls:fr:node:45622"	"ls:fr:cptype:2"	""
"ls:fr:node:27205"	"ls:fr:node:44658"	"ls:fr:cptype:5"	""
"ls:fr:node:47039"	"ls:fr:node:47041"	"ls:fr:cptype:5"	""
"ls:fr:node:49436"	"ls:fr:node:41244"	"ls:fr:cptype:2"	""
"ls:fr:node:26634"	"ls:fr:node:43485"	"ls:fr:cptype:5"	""
"ls:fr:node:26634"	"ls:fr:node:43486"	"ls:fr:cptype:5"	""
"ls:fr:node:32134"	"ls:fr:node:39049"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49437"	"ls:fr:node:43484"	"ls:fr:cptype:5"	""
"ls:fr:node:49437"	"ls:fr:node:49440"	"ls:fr:cptype:5"	""
"ls:fr:node:46275"	"ls:fr:node:44406"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29830"	"ls:fr:node:34840"	"ls:fr:cptype:3"	""
"ls:fr:node:33120"	"ls:fr:node:33121"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:33120"	"ls:fr:node:33121"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:32209"	"ls:fr:node:33777"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29828"	"ls:fr:node:30945"	"ls:fr:cptype:5"	""
"ls:fr:node:29828"	"ls:fr:node:30946"	"ls:fr:cptype:5"	""
"ls:fr:node:29828"	"ls:fr:node:30947"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44288"	"ls:fr:node:44286"	"ls:fr:cptype:5"	""
"ls:fr:node:49445"	"ls:fr:node:44384"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49452"	"ls:fr:node:49453"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46080"	"ls:fr:node:46311"	"ls:fr:cptype:5"	""
"ls:fr:node:39438"	"ls:fr:node:26643"	"ls:fr:cptype:5"	""
"ls:fr:node:29827"	"ls:fr:node:43092"	"ls:fr:cptype:5"	""
"ls:fr:node:29827"	"ls:fr:node:30073"	"ls:fr:cptype:4"	""
"ls:fr:node:26646"	"ls:fr:node:33268"	"ls:fr:cptype:2"	""
"ls:fr:node:26646"	"ls:fr:node:33267"	"ls:fr:cptype:1"	"ls:fr:cpstype:14"
"ls:fr:node:30463"	"ls:fr:node:30478"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29826"	"ls:fr:node:37784"	"ls:fr:cptype:2"	""
"ls:fr:node:29826"	"ls:fr:node:37785"	"ls:fr:cptype:6"	""
"ls:fr:node:37785"	"ls:fr:node:37782"	"ls:fr:cptype:2"	""
"ls:fr:node:37787"	"ls:fr:node:29825"	"ls:fr:cptype:5"	""
"ls:fr:node:53587"	"ls:fr:node:40018"	"ls:fr:cptype:5"	""
"ls:fr:node:46472"	"ls:fr:node:44274"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27216"	"ls:fr:node:32636"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38834"	"ls:fr:node:49462"	"ls:fr:cptype:4"	""
"ls:fr:node:46549"	"ls:fr:node:46550"	"ls:fr:cptype:5"	""
"ls:fr:node:46315"	"ls:fr:node:46318"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26649"	"ls:fr:node:30123"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29707"	"ls:fr:node:49467"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:43559"	"ls:fr:node:43560"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30942"	"ls:fr:node:30943"	"ls:fr:cptype:5"	""
"ls:fr:node:49468"	"ls:fr:node:27218"	"ls:fr:cptype:6"	""
"ls:fr:node:29820"	"ls:fr:node:40396"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27218"	"ls:fr:node:45969"	"ls:fr:cptype:8"	""
"ls:fr:node:28509"	"ls:fr:node:38870"	"ls:fr:cptype:5"	""
"ls:fr:node:28509"	"ls:fr:node:49470"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30463"	"ls:fr:node:30464"	"ls:fr:cptype:5"	""
"ls:fr:node:30464"	"ls:fr:node:30465"	"ls:fr:cptype:6"	""
"ls:fr:node:30463"	"ls:fr:node:30474"	"ls:fr:cptype:5"	""
"ls:fr:node:30474"	"ls:fr:node:30475"	"ls:fr:cptype:6"	""
"ls:fr:node:30463"	"ls:fr:node:30476"	"ls:fr:cptype:4"	""
"ls:fr:node:30463"	"ls:fr:node:30477"	"ls:fr:cptype:5"	""
"ls:fr:node:27219"	"ls:fr:node:42836"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27709"	"ls:fr:node:49473"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27709"	"ls:fr:node:33684"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26167"	"ls:fr:node:32730"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32227"	"ls:fr:node:31397"	"ls:fr:cptype:6"	""
"ls:fr:node:29160"	"ls:fr:node:39247"	"ls:fr:cptype:2"	""
"ls:fr:node:29160"	"ls:fr:node:42620"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50372"	"ls:fr:node:44632"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29817"	"ls:fr:node:33193"	"ls:fr:cptype:5"	""
"ls:fr:node:31407"	"ls:fr:node:32593"	"ls:fr:cptype:8"	""
"ls:fr:node:32593"	"ls:fr:node:32594"	"ls:fr:cptype:8"	""
"ls:fr:node:32997"	"ls:fr:node:49474"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:26973"	"ls:fr:node:49076"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42661"	"ls:fr:node:42664"	"ls:fr:cptype:6"	""
"ls:fr:node:42661"	"ls:fr:node:42662"	"ls:fr:cptype:5"	""
"ls:fr:node:42661"	"ls:fr:node:42665"	"ls:fr:cptype:1"	""
"ls:fr:node:42665"	"ls:fr:node:29088"	"ls:fr:cptype:5"	""
"ls:fr:node:32545"	"ls:fr:node:42668"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42668"	"ls:fr:node:26175"	"ls:fr:cptype:5"	""
"ls:fr:node:32545"	"ls:fr:node:42673"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49478"	"ls:fr:node:45521"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26659"	"ls:fr:node:39335"	"ls:fr:cptype:2"	""
"ls:fr:node:26659"	"ls:fr:node:46262"	"ls:fr:cptype:2"	""
"ls:fr:node:47592"	"ls:fr:node:47593"	"ls:fr:cptype:5"	""
"ls:fr:node:49428"	"ls:fr:node:49362"	"ls:fr:cptype:2"	""
"ls:fr:node:49362"	"ls:fr:node:49485"	"ls:fr:cptype:4"	""
"ls:fr:node:43782"	"ls:fr:node:43783"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:47102"	"ls:fr:node:47064"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29808"	"ls:fr:node:30940"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:40426"	"ls:fr:node:40427"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46011"	"ls:fr:node:46015"	"ls:fr:cptype:2"	""
"ls:fr:node:46015"	"ls:fr:node:46016"	"ls:fr:cptype:7"	""
"ls:fr:node:39783"	"ls:fr:node:39784"	"ls:fr:cptype:5"	""
"ls:fr:node:35227"	"ls:fr:node:49137"	"ls:fr:cptype:2"	""
"ls:fr:node:47437"	"ls:fr:node:44092"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31359"	"ls:fr:node:32290"	"ls:fr:cptype:5"	""
"ls:fr:node:31359"	"ls:fr:node:46425"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32290"	"ls:fr:node:46427"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26663"	"ls:fr:node:41918"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:55449"	"ls:fr:node:55450"	"ls:fr:cptype:2"	""
"ls:fr:node:27338"	"ls:fr:node:48692"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49044"	"ls:fr:node:48691"	"ls:fr:cptype:5"	""
"ls:fr:node:39982"	"ls:fr:node:48058"	"ls:fr:cptype:3"	""
"ls:fr:node:48058"	"ls:fr:node:48057"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:43536"	"ls:fr:node:43537"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:43537"	"ls:fr:node:43921"	"ls:fr:cptype:2"	""
"ls:fr:node:43537"	"ls:fr:node:44247"	"ls:fr:cptype:5"	""
"ls:fr:node:49491"	"ls:fr:node:42931"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35030"	"ls:fr:node:35031"	"ls:fr:cptype:2"	""
"ls:fr:node:28865"	"ls:fr:node:41535"	"ls:fr:cptype:2"	""
"ls:fr:node:28865"	"ls:fr:node:41556"	"ls:fr:cptype:5"	""
"ls:fr:node:29450"	"ls:fr:node:41345"	"ls:fr:cptype:5"	""
"ls:fr:node:38175"	"ls:fr:node:42761"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38229"	"ls:fr:node:29524"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47071"	"ls:fr:node:37813"	"ls:fr:cptype:4"	""
"ls:fr:node:36107"	"ls:fr:node:53741"	"ls:fr:cptype:4"	""
"ls:fr:node:49500"	"ls:fr:node:31680"	"ls:fr:cptype:8"	""
"ls:fr:node:49500"	"ls:fr:node:49502"	"ls:fr:cptype:8"	""
"ls:fr:node:29799"	"ls:fr:node:43178"	"ls:fr:cptype:5"	""
"ls:fr:node:29799"	"ls:fr:node:43179"	"ls:fr:cptype:2"	""
"ls:fr:node:29799"	"ls:fr:node:43180"	"ls:fr:cptype:2"	""
"ls:fr:node:29799"	"ls:fr:node:43181"	"ls:fr:cptype:2"	""
"ls:fr:node:29799"	"ls:fr:node:43182"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29799"	"ls:fr:node:43183"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32273"	"ls:fr:node:49505"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49508"	"ls:fr:node:26667"	"ls:fr:cptype:5"	""
"ls:fr:node:49510"	"ls:fr:node:49509"	"ls:fr:cptype:5"	""
"ls:fr:node:41390"	"ls:fr:node:49512"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49514"	"ls:fr:node:26759"	"ls:fr:cptype:5"	""
"ls:fr:node:47308"	"ls:fr:node:47309"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45839"	"ls:fr:node:45767"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47372"	"ls:fr:node:47375"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32070"	"ls:fr:node:49521"	"ls:fr:cptype:2"	""
"ls:fr:node:26938"	"ls:fr:node:49522"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27221"	"ls:fr:node:41884"	"ls:fr:cptype:1"	""
"ls:fr:node:39795"	"ls:fr:node:27223"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31363"	"ls:fr:node:47150"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49524"	"ls:fr:node:27226"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45814"	"ls:fr:node:45815"	"ls:fr:cptype:5"	""
"ls:fr:node:36808"	"ls:fr:node:28042"	"ls:fr:cptype:5"	""
"ls:fr:node:42517"	"ls:fr:node:28129"	"ls:fr:cptype:4"	""
"ls:fr:node:29481"	"ls:fr:node:31267"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29481"	"ls:fr:node:35494"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38635"	"ls:fr:node:27228"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:29002"	"ls:fr:node:36804"	"ls:fr:cptype:5"	""
"ls:fr:node:40065"	"ls:fr:node:40071"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49536"	"ls:fr:node:49537"	"ls:fr:cptype:5"	""
"ls:fr:node:48814"	"ls:fr:node:49538"	"ls:fr:cptype:4"	""
"ls:fr:node:26203"	"ls:fr:node:32419"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32419"	"ls:fr:node:48846"	"ls:fr:cptype:2"	""
"ls:fr:node:27231"	"ls:fr:node:43330"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46899"	"ls:fr:node:46903"	"ls:fr:cptype:5"	""
"ls:fr:node:49385"	"ls:fr:node:26289"	"ls:fr:cptype:8"	""
"ls:fr:node:26289"	"ls:fr:node:40219"	"ls:fr:cptype:5"	""
"ls:fr:node:30457"	"ls:fr:node:30458"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:30458"	"ls:fr:node:30459"	"ls:fr:cptype:2"	""
"ls:fr:node:35170"	"ls:fr:node:32487"	"ls:fr:cptype:5"	""
"ls:fr:node:49385"	"ls:fr:node:49539"	"ls:fr:cptype:5"	""
"ls:fr:node:26205"	"ls:fr:node:30534"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35141"	"ls:fr:node:32491"	"ls:fr:cptype:5"	""
"ls:fr:node:34333"	"ls:fr:node:32494"	"ls:fr:cptype:5"	""
"ls:fr:node:49388"	"ls:fr:node:31557"	"ls:fr:cptype:8"	""
"ls:fr:node:31557"	"ls:fr:node:32469"	"ls:fr:cptype:8"	""
"ls:fr:node:49389"	"ls:fr:node:31558"	"ls:fr:cptype:5"	""
"ls:fr:node:49541"	"ls:fr:node:33635"	"ls:fr:cptype:5"	""
"ls:fr:node:26289"	"ls:fr:node:49544"	"ls:fr:cptype:5"	""
"ls:fr:node:46819"	"ls:fr:node:49547"	"ls:fr:cptype:5"	""
"ls:fr:node:46875"	"ls:fr:node:49548"	"ls:fr:cptype:5"	""
"ls:fr:node:49428"	"ls:fr:node:49486"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49551"	"ls:fr:node:49552"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49552"	"ls:fr:node:31518"	"ls:fr:cptype:5"	""
"ls:fr:node:49554"	"ls:fr:node:26538"	"ls:fr:cptype:5"	""
"ls:fr:node:49555"	"ls:fr:node:31520"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31520"	"ls:fr:node:49556"	"ls:fr:cptype:5"	""
"ls:fr:node:46111"	"ls:fr:node:46833"	"ls:fr:cptype:8"	""
"ls:fr:node:46803"	"ls:fr:node:46804"	"ls:fr:cptype:5"	""
"ls:fr:node:46833"	"ls:fr:node:46832"	"ls:fr:cptype:5"	""
"ls:fr:node:28220"	"ls:fr:node:31524"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35225"	"ls:fr:node:49561"	"ls:fr:cptype:8"	""
"ls:fr:node:31523"	"ls:fr:node:31525"	"ls:fr:cptype:8"	""
"ls:fr:node:35811"	"ls:fr:node:49562"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26749"	"ls:fr:node:31946"	"ls:fr:cptype:5"	""
"ls:fr:node:47037"	"ls:fr:node:47040"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46839"	"ls:fr:node:49563"	"ls:fr:cptype:5"	""
"ls:fr:node:26213"	"ls:fr:node:35226"	"ls:fr:cptype:5"	""
"ls:fr:node:26940"	"ls:fr:node:31123"	"ls:fr:cptype:2"	""
"ls:fr:node:26940"	"ls:fr:node:31293"	"ls:fr:cptype:5"	""
"ls:fr:node:26940"	"ls:fr:node:44959"	"ls:fr:cptype:5"	""
"ls:fr:node:31123"	"ls:fr:node:31134"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26940"	"ls:fr:node:31153"	"ls:fr:cptype:1"	""
"ls:fr:node:31123"	"ls:fr:node:31136"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26940"	"ls:fr:node:31296"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44959"	"ls:fr:node:44780"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31293"	"ls:fr:node:31135"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44780"	"ls:fr:node:45080"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45080"	"ls:fr:node:44961"	"ls:fr:cptype:5"	""
"ls:fr:node:44780"	"ls:fr:node:45023"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26940"	"ls:fr:node:31295"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26940"	"ls:fr:node:45043"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31136"	"ls:fr:node:44960"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26940"	"ls:fr:node:31137"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26940"	"ls:fr:node:31152"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31152"	"ls:fr:node:31139"	"ls:fr:cptype:5"	""
"ls:fr:node:32548"	"ls:fr:node:49566"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:27237"	"ls:fr:node:40638"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27230"	"ls:fr:node:49568"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26218"	"ls:fr:node:30153"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30153"	"ls:fr:node:44493"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44493"	"ls:fr:node:46200"	"ls:fr:cptype:5"	""
"ls:fr:node:26219"	"ls:fr:node:30027"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27238"	"ls:fr:node:43915"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48468"	"ls:fr:node:27239"	"ls:fr:cptype:5"	""
"ls:fr:node:49576"	"ls:fr:node:34339"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27240"	"ls:fr:node:49575"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34319"	"ls:fr:node:49574"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27241"	"ls:fr:node:49578"	"ls:fr:cptype:5"	""
"ls:fr:node:33615"	"ls:fr:node:49579"	"ls:fr:cptype:5"	""
"ls:fr:node:34342"	"ls:fr:node:34344"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:43081"	"ls:fr:node:49582"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:46544"	"ls:fr:node:42353"	"ls:fr:cptype:2"	""
"ls:fr:node:27242"	"ls:fr:node:46536"	"ls:fr:cptype:2"	""
"ls:fr:node:46536"	"ls:fr:node:34347"	"ls:fr:cptype:5"	""
"ls:fr:node:40724"	"ls:fr:node:40727"	"ls:fr:cptype:5"	""
"ls:fr:node:39750"	"ls:fr:node:49585"	"ls:fr:cptype:5"	""
"ls:fr:node:27246"	"ls:fr:node:48773"	"ls:fr:cptype:5"	""
"ls:fr:node:28656"	"ls:fr:node:49589"	"ls:fr:cptype:5"	""
"ls:fr:node:32897"	"ls:fr:node:32898"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32897"	"ls:fr:node:45530"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45530"	"ls:fr:node:43656"	"ls:fr:cptype:2"	""
"ls:fr:node:34366"	"ls:fr:node:27249"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34365"	"ls:fr:node:34363"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30634"	"ls:fr:node:30635"	"ls:fr:cptype:2"	""
"ls:fr:node:26971"	"ls:fr:node:46935"	"ls:fr:cptype:2"	""
"ls:fr:node:26971"	"ls:fr:node:46978"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:43805"	"ls:fr:node:43095"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29255"	"ls:fr:node:43086"	"ls:fr:cptype:5"	""
"ls:fr:node:29255"	"ls:fr:node:43088"	"ls:fr:cptype:5"	""
"ls:fr:node:29255"	"ls:fr:node:43084"	"ls:fr:cptype:5"	""
"ls:fr:node:43084"	"ls:fr:node:43091"	"ls:fr:cptype:5"	""
"ls:fr:node:29255"	"ls:fr:node:43093"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:43088"	"ls:fr:node:43374"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50193"	"ls:fr:node:49600"	"ls:fr:cptype:2"	""
"ls:fr:node:29268"	"ls:fr:node:33099"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29268"	"ls:fr:node:33100"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26631"	"ls:fr:node:49601"	"ls:fr:cptype:2"	""
"ls:fr:node:27253"	"ls:fr:node:47477"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32898"	"ls:fr:node:39814"	"ls:fr:cptype:5"	""
"ls:fr:node:39930"	"ls:fr:node:34379"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27254"	"ls:fr:node:39929"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45533"	"ls:fr:node:45183"	"ls:fr:cptype:5"	""
"ls:fr:node:32898"	"ls:fr:node:45119"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45119"	"ls:fr:node:45533"	"ls:fr:cptype:5"	""
"ls:fr:node:49603"	"ls:fr:node:49604"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27256"	"ls:fr:node:49605"	"ls:fr:cptype:5"	""
"ls:fr:node:27257"	"ls:fr:node:30563"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27257"	"ls:fr:node:43836"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32895"	"ls:fr:node:32896"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30796"	"ls:fr:node:49608"	"ls:fr:cptype:2"	""
"ls:fr:node:49607"	"ls:fr:node:49609"	"ls:fr:cptype:2"	""
"ls:fr:node:39941"	"ls:fr:node:39942"	"ls:fr:cptype:5"	""
"ls:fr:node:44541"	"ls:fr:node:44482"	"ls:fr:cptype:5"	""
"ls:fr:node:44541"	"ls:fr:node:44483"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49613"	"ls:fr:node:49614"	"ls:fr:cptype:5"	""
"ls:fr:node:49612"	"ls:fr:node:49615"	"ls:fr:cptype:5"	""
"ls:fr:node:26922"	"ls:fr:node:42318"	"ls:fr:cptype:5"	""
"ls:fr:node:34401"	"ls:fr:node:27260"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27482"	"ls:fr:node:29903"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27482"	"ls:fr:node:29904"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34383"	"ls:fr:node:34384"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34383"	"ls:fr:node:34385"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34383"	"ls:fr:node:44111"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34387"	"ls:fr:node:31426"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31426"	"ls:fr:node:34412"	"ls:fr:cptype:5"	""
"ls:fr:node:34387"	"ls:fr:node:34388"	"ls:fr:cptype:2"	""
"ls:fr:node:27294"	"ls:fr:node:49617"	"ls:fr:cptype:5"	""
"ls:fr:node:27261"	"ls:fr:node:34415"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27261"	"ls:fr:node:34418"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34413"	"ls:fr:node:34414"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34413"	"ls:fr:node:34417"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27107"	"ls:fr:node:29990"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27107"	"ls:fr:node:49618"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27107"	"ls:fr:node:29991"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27263"	"ls:fr:node:44278"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:55880"	"ls:fr:node:38405"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:55880"	"ls:fr:node:49619"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33819"	"ls:fr:node:43955"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34117"	"ls:fr:node:34125"	"ls:fr:cptype:6"	""
"ls:fr:node:34117"	"ls:fr:node:27172"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27439"	"ls:fr:node:35410"	"ls:fr:cptype:5"	""
"ls:fr:node:27740"	"ls:fr:node:35768"	"ls:fr:cptype:2"	""
"ls:fr:node:27920"	"ls:fr:node:49620"	"ls:fr:cptype:5"	""
"ls:fr:node:32031"	"ls:fr:node:38667"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27167"	"ls:fr:node:31612"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33575"	"ls:fr:node:47515"	"ls:fr:cptype:2"	""
"ls:fr:node:33575"	"ls:fr:node:33577"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28004"	"ls:fr:node:36436"	"ls:fr:cptype:5"	""
"ls:fr:node:37722"	"ls:fr:node:49621"	"ls:fr:cptype:2"	""
"ls:fr:node:49621"	"ls:fr:node:46916"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49627"	"ls:fr:node:44958"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
